L_x0,L_y0,L_z0,L_x1,L_y1,L_z1,L_x2,L_y2,L_z2,L_x3,L_y3,L_z3,L_x4,L_y4,L_z4,L_x5,L_y5,L_z5,L_x6,L_y6,L_z6,L_x7,L_y7,L_z7,L_x8,L_y8,L_z8,L_x9,L_y9,L_z9,L_x10,L_y10,L_z10,L_x11,L_y11,L_z11,L_x12,L_y12,L_z12,L_x13,L_y13,L_z13,L_x14,L_y14,L_z14,L_x15,L_y15,L_z15,L_x16,L_y16,L_z16,L_x17,L_y17,L_z17,L_x18,L_y18,L_z18,L_x19,L_y19,L_z19,L_x20,L_y20,L_z20,R_x0,R_y0,R_z0,R_x1,R_y1,R_z1,R_x2,R_y2,R_z2,R_x3,R_y3,R_z3,R_x4,R_y4,R_z4,R_x5,R_y5,R_z5,R_x6,R_y6,R_z6,R_x7,R_y7,R_z7,R_x8,R_y8,R_z8,R_x9,R_y9,R_z9,R_x10,R_y10,R_z10,R_x11,R_y11,R_z11,R_x12,R_y12,R_z12,R_x13,R_y13,R_z13,R_x14,R_y14,R_z14,R_x15,R_y15,R_z15,R_x16,R_y16,R_z16,R_x17,R_y17,R_z17,R_x18,R_y18,R_z18,R_x19,R_y19,R_z19,R_x20,R_y20,R_z20,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8005599144998996e-07,0.0542135164141655,-0.03494745492935181,-0.019992373883724213,0.11969346553087234,-0.10668784379959106,-0.03222834691405296,0.17518211156129837,-0.1339505910873413,-0.04580141231417656,0.22320497781038284,-0.13839006423950195,-0.055301956832408905,0.08044490963220596,-0.22233814001083374,-0.012900606729090214,0.10527428239583969,-0.25719505548477173,-0.05444186553359032,0.10180289298295975,-0.19160419702529907,-0.07837338000535965,0.09565525501966476,-0.13833707571029663,-0.08734151721000671,0.041204266250133514,-0.23355555534362793,-0.019856492057442665,0.087802954018116,-0.26379817724227905,-0.06267369538545609,0.08797917515039444,-0.18186193704605103,-0.07439323514699936,0.08208445459604263,-0.12592929601669312,-0.07208456844091415,0.0002870708703994751,-0.22921651601791382,-0.032822005450725555,0.0481039360165596,-0.2065284252166748,-0.07923074811697006,0.04590549319982529,-0.12150496244430542,-0.07609657943248749,0.03739456087350845,-0.07977116107940674,-0.060629524290561676,-0.04064140468835831,-0.21005576848983765,-0.0469977967441082,0.007945902645587921,-0.1898828148841858,-0.07597324997186661,0.012555547058582306,-0.12982314825057983,-0.06923893094062805,0.007186360657215118,-0.1015591025352478,-0.056059058755636215,L
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.431978706837981e-07,0.052780456840991974,-0.03235810995101929,-0.024215543642640114,0.11939293891191483,-0.10409975051879883,-0.03693144768476486,0.1703111007809639,-0.1435874104499817,-0.050398945808410645,0.2122347727417946,-0.16097193956375122,-0.06338519603013992,0.10021292418241501,-0.2009236216545105,-0.022175803780555725,0.1561153307557106,-0.21704429388046265,-0.06006515398621559,0.2024269476532936,-0.2006514072418213,-0.08516360074281693,0.24216199666261673,-0.18221324682235718,-0.0996236726641655,0.05871549993753433,-0.2235000729560852,-0.02855873480439186,0.09770859032869339,-0.2700035870075226,-0.07512997835874557,0.09113634377717972,-0.2118489146232605,-0.08953118324279785,0.07869566231966019,-0.1654389500617981,-0.08974281698465347,0.013571314513683319,-0.22469788789749146,-0.03967391327023506,0.05127004534006119,-0.21824002265930176,-0.09112225472927094,0.05125782638788223,-0.13429230451583862,-0.08763880282640457,0.04499318450689316,-0.0829315185546875,-0.07135593146085739,-0.03230259567499161,-0.20581358671188354,-0.05233444646000862,0.007323548197746277,-0.1969934105873108,-0.08991728723049164,0.018744148313999176,-0.13915657997131348,-0.08613220602273941,0.019177280366420746,-0.10436654090881348,-0.07424547523260117,L
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48675893444306e-07,0.04739757627248764,-0.01906740665435791,-0.03213898465037346,0.09226600080728531,-0.0716170072555542,-0.05608314648270607,0.11292240768671036,-0.11634331941604614,-0.07943146675825119,0.1180737242102623,-0.15605592727661133,-0.10293081402778625,0.10971254855394363,-0.1647627353668213,-0.033667683601379395,0.16830801218748093,-0.17311275005340576,-0.07360482960939407,0.21547582000494003,-0.16429674625396729,-0.10094121098518372,0.25429617613554,-0.15104293823242188,-0.1171903982758522,0.07144170254468918,-0.19309091567993164,-0.03858618810772896,0.10086081176996231,-0.26098084449768066,-0.08536020666360855,0.09000969678163528,-0.20982426404953003,-0.1000671312212944,0.07893920689821243,-0.162822425365448,-0.10102066397666931,0.02612074464559555,-0.20139974355697632,-0.048415254801511765,0.05395235866308212,-0.22755002975463867,-0.09827134013175964,0.05017200857400894,-0.15391826629638672,-0.09495925158262253,0.041019193828105927,-0.10711729526519775,-0.08029456436634064,-0.021775923669338226,-0.18893468379974365,-0.060443680733442307,0.01194772869348526,-0.20376884937286377,-0.09689673036336899,0.018562473356723785,-0.14951366186141968,-0.09199171513319016,0.013617679476737976,-0.11289608478546143,-0.08026948571205139,L
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640398287847347e-07,0.05802552402019501,-0.03608131408691406,-0.026983939111232758,0.11989755928516388,-0.10385167598724365,-0.04243912920355797,0.17419464886188507,-0.13803791999816895,-0.05806468427181244,0.22320441901683807,-0.15013068914413452,-0.07333794981241226,0.09192435443401337,-0.19365191459655762,-0.025117378681898117,0.13438697159290314,-0.2295396327972412,-0.06334711611270905,0.16760437190532684,-0.20962923765182495,-0.08889061212539673,0.19858939945697784,-0.18675029277801514,-0.10376445949077606,0.05483943223953247,-0.20719414949417114,-0.03039581887423992,0.08777026832103729,-0.26099395751953125,-0.07502405345439911,0.07655535638332367,-0.19686448574066162,-0.08761024475097656,0.06813570857048035,-0.14510560035705566,-0.08813773095607758,0.012919962406158447,-0.20464128255844116,-0.04109835997223854,0.04533267021179199,-0.22384393215179443,-0.08702388405799866,0.04114392399787903,-0.15300172567367554,-0.0814204216003418,0.03399674594402313,-0.1051667332649231,-0.06656093150377274,-0.03245580196380615,-0.1882306933403015,-0.054092515259981155,-0.0036343559622764587,-0.20019561052322388,-0.08687283843755722,0.005073331296443939,-0.15185093879699707,-0.08241746574640274,0.0045699551701545715,-0.11746925115585327,-0.07196146994829178,L
0.0,0.0,-1.7488653725195036e-07,-0.043504178524017334,-0.037780046463012695,-0.009246760047972202,-0.07523190975189209,-0.1012638509273529,-0.017751727253198624,-0.10561239719390869,-0.14697805047035217,-0.028633711859583855,-0.1360030174255371,-0.17658278346061707,-0.040595199912786484,-0.04960674047470093,-0.1930311620235443,-0.0012783114798367023,-0.06494563817977905,-0.2598462998867035,-0.02267272397875786,-0.07948380708694458,-0.2995028495788574,-0.039547424763441086,-0.08849754929542542,-0.33305197954177856,-0.051721081137657166,-0.01869344711303711,-0.19740808010101318,-0.009110638871788979,-0.05820155143737793,-0.24045997858047485,-0.03891279920935631,-0.06999397277832031,-0.18171530961990356,-0.04885215312242508,-0.06801128387451172,-0.1453859806060791,-0.048379991203546524,0.01412588357925415,-0.18841370940208435,-0.019724657759070396,-0.025334477424621582,-0.20549333095550537,-0.04996690899133682,-0.03067636489868164,-0.13280132412910461,-0.04573890566825867,-0.02245849370956421,-0.09301772713661194,-0.035189636051654816,0.047582924365997314,-0.1704614758491516,-0.03139472380280495,0.008262574672698975,-0.18102294206619263,-0.05333707481622696,-0.0025864839553833008,-0.12896466255187988,-0.04770124331116676,0.002524733543395996,-0.09728652238845825,-0.03798503801226616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
0.0,0.0,-2.9897532272116223e-07,-0.045623600482940674,-0.05353438854217529,-0.008726750500500202,-0.07661080360412598,-0.12180179357528687,-0.01588856242597103,-0.10387426614761353,-0.16827362775802612,-0.02582797408103943,-0.1251208782196045,-0.20103803277015686,-0.03566235303878784,-0.04723787307739258,-0.22274106740951538,-0.0030790611635893583,-0.06802552938461304,-0.3157304525375366,-0.029792804270982742,-0.07938194274902344,-0.3757949322462082,-0.048870187252759933,-0.08457291126251221,-0.42689481377601624,-0.061721473932266235,-0.01467067003250122,-0.2198086678981781,-0.010301226750016212,-0.05474907159805298,-0.2596755027770996,-0.045894648879766464,-0.06477659940719604,-0.18578246235847473,-0.05460047349333763,-0.056754231452941895,-0.14274054765701294,-0.05170546472072601,0.0182647705078125,-0.20715969800949097,-0.020776284858584404,-0.02266031503677368,-0.22711816430091858,-0.0527830496430397,-0.030047595500946045,-0.15374714136123657,-0.04553087800741196,-0.01714271306991577,-0.11567813158035278,-0.03200149163603783,0.05197346210479736,-0.1858120858669281,-0.032601647078990936,0.015686213970184326,-0.2082412838935852,-0.05165454000234604,0.001502394676208496,-0.15665552020072937,-0.042394302785396576,0.009461045265197754,-0.1275632679462433,-0.029759522527456284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
0.0,0.0,-3.47065594041851e-07,-0.0402599573135376,-0.06011033058166504,-0.01582205668091774,-0.07381808757781982,-0.12238049507141113,-0.03146342188119888,-0.09870004653930664,-0.17094197869300842,-0.05045494809746742,-0.12497621774673462,-0.20044830441474915,-0.06676485389471054,-0.031303226947784424,-0.22557634115219116,-0.002412815811112523,-0.0667310357093811,-0.2882124185562134,-0.039007604122161865,-0.08105435967445374,-0.23803263902664185,-0.059778086841106415,-0.07877016067504883,-0.19985193014144897,-0.06673773378133774,-0.0012387633323669434,-0.22545266151428223,-0.008141438476741314,-0.048700034618377686,-0.27104082703590393,-0.04632938280701637,-0.058313071727752686,-0.1969858705997467,-0.05661539360880852,-0.049488723278045654,-0.15519410371780396,-0.053057268261909485,0.029274344444274902,-0.21623894572257996,-0.019369879737496376,-0.019004106521606445,-0.23959901928901672,-0.05322083458304405,-0.02917546033859253,-0.16361820697784424,-0.05178016051650047,-0.020064592361450195,-0.12169981002807617,-0.040474724024534225,0.059880971908569336,-0.19754740595817566,-0.03277863189578056,0.016610920429229736,-0.2127077281475067,-0.051911745220422745,0.0053591132164001465,-0.1606431007385254,-0.04860600084066391,0.012460768222808838,-0.12751483917236328,-0.0388043113052845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
0.0,0.0,-4.276153049431741e-07,-0.04060322046279907,-0.0662233829498291,-0.009508771821856499,-0.06549251079559326,-0.13578128814697266,-0.017667125910520554,-0.07738381624221802,-0.19316503405570984,-0.02993001416325569,-0.09298917651176453,-0.23466551303863525,-0.038332611322402954,-0.02724921703338623,-0.23680457472801208,0.008865667507052422,-0.0643085241317749,-0.29590919613838196,-0.02490071952342987,-0.07528489828109741,-0.24424758553504944,-0.04429057240486145,-0.06838196516036987,-0.2140287160873413,-0.051462434232234955,0.0032851099967956543,-0.23952090740203857,0.0008796497131697834,-0.049090027809143066,-0.28211140632629395,-0.033454276621341705,-0.05571544170379639,-0.2081553041934967,-0.04101207107305527,-0.04107463359832764,-0.17729222774505615,-0.036611806601285934,0.032753825187683105,-0.2316373586654663,-0.012778308242559433,-0.018261849880218506,-0.2520027160644531,-0.04372899979352951,-0.02587944269180298,-0.17653977870941162,-0.03950650617480278,-0.010709285736083984,-0.14549797773361206,-0.02768559567630291,0.060086727142333984,-0.2142297625541687,-0.028664715588092804,0.016177594661712646,-0.2185589075088501,-0.04649612680077553,0.005501449108123779,-0.16677290201187134,-0.04296071454882622,0.016076207160949707,-0.14137274026870728,-0.0336688831448555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
0.0,0.0,-1.9862774536250072e-07,-0.03949570655822754,-0.05229240655899048,-0.03270557522773743,-0.07479614019393921,-0.10593163967132568,-0.05793952941894531,-0.10681426525115967,-0.15268605947494507,-0.08254268765449524,-0.13805249333381653,-0.18226808309555054,-0.10266440361738205,-0.031015455722808838,-0.23685896396636963,-0.022974280640482903,-0.061398446559906006,-0.29078739881515503,-0.05973608046770096,-0.07068359851837158,-0.24305850267410278,-0.07919653505086899,-0.06612789630889893,-0.21464258432388306,-0.0863644927740097,0.002605736255645752,-0.23972538113594055,-0.019727835431694984,-0.04388105869293213,-0.2683829963207245,-0.053003374487161636,-0.05280810594558716,-0.19528815150260925,-0.057232774794101715,-0.038451969623565674,-0.17416372895240784,-0.05233501270413399,0.03279221057891846,-0.22957131266593933,-0.022959524765610695,-0.01234668493270874,-0.2338734269142151,-0.05174596980214119,-0.023127496242523193,-0.16746026277542114,-0.0454990454018116,-0.011141598224639893,-0.1464163064956665,-0.034126125276088715,0.059132277965545654,-0.2127130925655365,-0.03024599514901638,0.021283328533172607,-0.210698664188385,-0.04428514465689659,0.008178472518920898,-0.16392242908477783,-0.03895246237516403,0.015080153942108154,-0.143063485622406,-0.029921431094408035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
0.0,0.0,-9.849168947084763e-08,-0.040000468492507935,-0.04864835739135742,-0.020580274984240532,-0.07317885756492615,-0.10377323627471924,-0.038400232791900635,-0.11441397666931152,-0.13513225317001343,-0.0583876334130764,-0.1529664695262909,-0.13880282640457153,-0.07842245697975159,-0.05254438519477844,-0.20092323422431946,-0.020367857068777084,-0.06502935290336609,-0.29281166195869446,-0.04874749481678009,-0.07046779990196228,-0.3465295433998108,-0.06613750755786896,-0.07145270705223083,-0.3952995240688324,-0.0781930461525917,-0.017924845218658447,-0.1999528408050537,-0.02501533180475235,-0.043894946575164795,-0.22460371255874634,-0.06499415636062622,-0.046433717012405396,-0.15706846117973328,-0.07420380413532257,-0.03639373183250427,-0.12291064858436584,-0.07200012356042862,0.015358448028564453,-0.18687880039215088,-0.03347059711813927,-0.011861085891723633,-0.1946757435798645,-0.06676414608955383,-0.017811238765716553,-0.13350999355316162,-0.05972662940621376,-0.008707761764526367,-0.10774463415145874,-0.0468616858124733,0.04659348726272583,-0.16673538088798523,-0.04463474452495575,0.022481203079223633,-0.1792791783809662,-0.061140790581703186,0.008038580417633057,-0.1356307566165924,-0.052143532782793045,0.010867893695831299,-0.11286002397537231,-0.04106082767248154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L
