x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,3.542295416991692e-07,-0.054888010025024414,-0.02352505922317505,-0.025795556604862213,-0.1054883599281311,-0.07508671283721924,-0.04400050267577171,-0.154377281665802,-0.11502856016159058,-0.061062395572662354,-0.19844895601272583,-0.13251656293869019,-0.07841690629720688,-0.0924641489982605,-0.17693698406219482,-0.028595399111509323,-0.11335277557373047,-0.26225075125694275,-0.04842133820056915,-0.12511008977890015,-0.3148329257965088,-0.06297853589057922,-0.1350075602531433,-0.35666680335998535,-0.07310312986373901,-0.06077897548675537,-0.19243848323822021,-0.03016050159931183,-0.08246356248855591,-0.28356966376304626,-0.04883194342255592,-0.09773719310760498,-0.343006432056427,-0.06353534013032913,-0.11085635423660278,-0.39208775758743286,-0.07346869260072708,-0.024148523807525635,-0.19105511903762817,-0.03487047925591469,-0.04250520467758179,-0.27806809544563293,-0.0533955916762352,-0.05706822872161865,-0.3335883617401123,-0.0685378834605217,-0.07069069147109985,-0.37780070304870605,-0.0777955949306488,0.015579700469970703,-0.17749238014221191,-0.041582606732845306,0.015202820301055908,-0.24583223462104797,-0.05612989142537117,0.011636614799499512,-0.293232798576355,-0.06515482068061829,0.0045359134674072266,-0.3350462317466736,-0.0708843320608139,Hello
0.0,0.0,3.560105312772066e-07,-0.05389136075973511,-0.018981099128723145,-0.026579851284623146,-0.10231989622116089,-0.06644725799560547,-0.04490940645337105,-0.1446252465248108,-0.10681527853012085,-0.06154771149158478,-0.18270134925842285,-0.12822431325912476,-0.0782574936747551,-0.09288996458053589,-0.17366313934326172,-0.031808823347091675,-0.11377942562103271,-0.2554381787776947,-0.051721394062042236,-0.12517762184143066,-0.3068126440048218,-0.06608369201421738,-0.13449746370315552,-0.3486799895763397,-0.07598212361335754,-0.060868144035339355,-0.18924486637115479,-0.03282679617404938,-0.08147323131561279,-0.27928099036216736,-0.051729775965213776,-0.09690415859222412,-0.3391033411026001,-0.06598015129566193,-0.11109787225723267,-0.38794898986816406,-0.07539478689432144,-0.0251772403717041,-0.18802040815353394,-0.03670581802725792,-0.04356127977371216,-0.2736280560493469,-0.05536257475614548,-0.058750271797180176,-0.329897940158844,-0.07026265561580658,-0.07275456190109253,-0.37523555755615234,-0.07920333743095398,0.01272505521774292,-0.17489880323410034,-0.042557183653116226,0.012480676174163818,-0.24366548657417297,-0.05718530714511871,0.009209752082824707,-0.2911856472492218,-0.06610249727964401,0.002673923969268799,-0.333146333694458,-0.0715862587094307,Hello
0.0,0.0,-3.7594313084809983e-07,-0.03730863332748413,-0.04815167188644409,0.00040079347672872245,-0.07936984300613403,-0.09058558940887451,-0.007703014649450779,-0.11924213171005249,-0.10517671704292297,-0.015444989316165447,-0.15062034130096436,-0.10150495171546936,-0.027764420956373215,-0.08597254753112793,-0.1474362313747406,-0.04334382712841034,-0.15012383460998535,-0.12088388204574585,-0.05728091672062874,-0.18548297882080078,-0.09108403325080872,-0.06276991963386536,-0.21096903085708618,-0.06545311212539673,-0.06650669872760773,-0.0730137825012207,-0.11408635973930359,-0.053957004100084305,-0.1436992883682251,-0.07930034399032593,-0.06748837232589722,-0.1871025562286377,-0.04880493879318237,-0.07493297755718231,-0.21600455045700073,-0.02211517095565796,-0.08396057039499283,-0.06394100189208984,-0.07029592990875244,-0.061623867601156235,-0.13106179237365723,-0.035419762134552,-0.07571487128734589,-0.1731659173965454,-0.007487773895263672,-0.08076921105384827,-0.19751429557800293,0.01321190595626831,-0.08696135878562927,-0.05934631824493408,-0.022311627864837646,-0.06796383112668991,-0.1114913821220398,0.004336059093475342,-0.08270870894193649,-0.14503443241119385,0.02274113893508911,-0.08528434485197067,-0.16671448945999146,0.035400211811065674,-0.08762979507446289,GOOD AFTERNOON
0.0,0.0,-1.391707940001652e-07,-0.02555239200592041,-0.08530473709106445,-0.011765086092054844,-0.06983006000518799,-0.18284255266189575,-0.023933924734592438,-0.09668022394180298,-0.26134178042411804,-0.03376862034201622,-0.09270119667053223,-0.32833731174468994,-0.04394330456852913,-0.10258835554122925,-0.18971747159957886,-0.037078116089105606,-0.20005905628204346,-0.16283124685287476,-0.05531250312924385,-0.18802887201309204,-0.12840497493743896,-0.05975710600614548,-0.16027617454528809,-0.1252824068069458,-0.060931675136089325,-0.10810929536819458,-0.1363130807876587,-0.040053095668554306,-0.20401442050933838,-0.10613352060317993,-0.05275901034474373,-0.18151438236236572,-0.07612377405166626,-0.04766596853733063,-0.15403181314468384,-0.07239258289337158,-0.04532807320356369,-0.11337578296661377,-0.07260656356811523,-0.04331294819712639,-0.19175183773040771,-0.04890638589859009,-0.05856596678495407,-0.16767221689224243,-0.027457118034362793,-0.04918171465396881,-0.14030015468597412,-0.026176631450653076,-0.04278356209397316,-0.11676549911499023,-0.010792970657348633,-0.04642275348305702,-0.17146092653274536,0.006368398666381836,-0.0598171092569828,-0.15027987957000732,0.01942300796508789,-0.0542096272110939,-0.12638425827026367,0.01951998472213745,-0.04790399596095085,GOOD AFTERNOON
0.0,0.0,-1.391707940001652e-07,-0.02555239200592041,-0.08530473709106445,-0.011765086092054844,-0.06983006000518799,-0.18284255266189575,-0.023933924734592438,-0.09668022394180298,-0.26134178042411804,-0.03376862034201622,-0.09270119667053223,-0.32833731174468994,-0.04394330456852913,-0.10258835554122925,-0.18971747159957886,-0.037078116089105606,-0.20005905628204346,-0.16283124685287476,-0.05531250312924385,-0.18802887201309204,-0.12840497493743896,-0.05975710600614548,-0.16027617454528809,-0.1252824068069458,-0.060931675136089325,-0.10810929536819458,-0.1363130807876587,-0.040053095668554306,-0.20401442050933838,-0.10613352060317993,-0.05275901034474373,-0.18151438236236572,-0.07612377405166626,-0.04766596853733063,-0.15403181314468384,-0.07239258289337158,-0.04532807320356369,-0.11337578296661377,-0.07260656356811523,-0.04331294819712639,-0.19175183773040771,-0.04890638589859009,-0.05856596678495407,-0.16767221689224243,-0.027457118034362793,-0.04918171465396881,-0.14030015468597412,-0.026176631450653076,-0.04278356209397316,-0.11676549911499023,-0.010792970657348633,-0.04642275348305702,-0.17146092653274536,0.006368398666381836,-0.0598171092569828,-0.15027987957000732,0.01942300796508789,-0.0542096272110939,-0.12638425827026367,0.01951998472213745,-0.04790399596095085,GOOD AFTERNOON
0.0,0.0,-1.4180278640196775e-07,-0.021017014980316162,-0.10763120651245117,-0.009266778826713562,-0.06961333751678467,-0.22265970706939697,-0.024435320869088173,-0.10198813676834106,-0.31287503242492676,-0.03791720047593117,-0.0980498194694519,-0.3944850564002991,-0.0526869036257267,-0.09630995988845825,-0.20245659351348877,-0.04643833264708519,-0.20070546865463257,-0.19111120700836182,-0.0659421905875206,-0.20511025190353394,-0.16518324613571167,-0.07131524384021759,-0.19223910570144653,-0.15772569179534912,-0.07365334033966064,-0.10906410217285156,-0.13344907760620117,-0.05222667381167412,-0.2099408507347107,-0.11635702848434448,-0.06512556225061417,-0.1891728639602661,-0.09903955459594727,-0.060026366263628006,-0.15904515981674194,-0.09721344709396362,-0.06000754237174988,-0.12093085050582886,-0.06065809726715088,-0.056971609592437744,-0.20440196990966797,-0.05524921417236328,-0.07202212512493134,-0.17879194021224976,-0.04449218511581421,-0.05912984907627106,-0.1473901867866516,-0.044318199157714844,-0.05214406177401543,-0.12991935014724731,0.004089653491973877,-0.061142005026340485,-0.18851423263549805,-0.0010702013969421387,-0.0727115198969841,-0.16401422023773193,0.007147669792175293,-0.06170252338051796,-0.13591957092285156,0.010535776615142822,-0.052988480776548386,GOOD AFTERNOON
0.0,0.0,-1.4180278640196775e-07,-0.021017014980316162,-0.10763120651245117,-0.009266778826713562,-0.06961333751678467,-0.22265970706939697,-0.024435320869088173,-0.10198813676834106,-0.31287503242492676,-0.03791720047593117,-0.0980498194694519,-0.3944850564002991,-0.0526869036257267,-0.09630995988845825,-0.20245659351348877,-0.04643833264708519,-0.20070546865463257,-0.19111120700836182,-0.0659421905875206,-0.20511025190353394,-0.16518324613571167,-0.07131524384021759,-0.19223910570144653,-0.15772569179534912,-0.07365334033966064,-0.10906410217285156,-0.13344907760620117,-0.05222667381167412,-0.2099408507347107,-0.11635702848434448,-0.06512556225061417,-0.1891728639602661,-0.09903955459594727,-0.060026366263628006,-0.15904515981674194,-0.09721344709396362,-0.06000754237174988,-0.12093085050582886,-0.06065809726715088,-0.056971609592437744,-0.20440196990966797,-0.05524921417236328,-0.07202212512493134,-0.17879194021224976,-0.04449218511581421,-0.05912984907627106,-0.1473901867866516,-0.044318199157714844,-0.05214406177401543,-0.12991935014724731,0.004089653491973877,-0.061142005026340485,-0.18851423263549805,-0.0010702013969421387,-0.0727115198969841,-0.16401422023773193,0.007147669792175293,-0.06170252338051796,-0.13591957092285156,0.010535776615142822,-0.052988480776548386,GOOD AFTERNOON
0.0,0.0,-7.890244546615577e-08,-0.02135223150253296,-0.09978997707366943,-0.01200199592858553,-0.06915545463562012,-0.2117285132408142,-0.027243228629231453,-0.10018235445022583,-0.29919683933258057,-0.03964025899767876,-0.10131347179412842,-0.37682247161865234,-0.05340590327978134,-0.09376871585845947,-0.1937406063079834,-0.0541781410574913,-0.19783562421798706,-0.1794866919517517,-0.07340127229690552,-0.19913768768310547,-0.15541887283325195,-0.07631364464759827,-0.18271780014038086,-0.1503061056137085,-0.07660901546478271,-0.10628628730773926,-0.1256580352783203,-0.058307528495788574,-0.2079266905784607,-0.1110154390335083,-0.07154237478971481,-0.18873357772827148,-0.0923776626586914,-0.06478304415941238,-0.1591678261756897,-0.08861339092254639,-0.06330790370702744,-0.11777782440185547,-0.05230283737182617,-0.06119534373283386,-0.20344215631484985,-0.047932565212249756,-0.07650027424097061,-0.17807012796401978,-0.03490138053894043,-0.06310530751943588,-0.14639729261398315,-0.03125035762786865,-0.05557108670473099,-0.12605834007263184,0.014490008354187012,-0.06355737149715424,-0.18515729904174805,0.007354259490966797,-0.0762835144996643,-0.16250109672546387,0.015096664428710938,-0.0661781057715416,-0.13535892963409424,0.018613100051879883,-0.05789198353886604,GOOD AFTERNOON
0.0,0.0,-7.890244546615577e-08,-0.02135223150253296,-0.09978997707366943,-0.01200199592858553,-0.06915545463562012,-0.2117285132408142,-0.027243228629231453,-0.10018235445022583,-0.29919683933258057,-0.03964025899767876,-0.10131347179412842,-0.37682247161865234,-0.05340590327978134,-0.09376871585845947,-0.1937406063079834,-0.0541781410574913,-0.19783562421798706,-0.1794866919517517,-0.07340127229690552,-0.19913768768310547,-0.15541887283325195,-0.07631364464759827,-0.18271780014038086,-0.1503061056137085,-0.07660901546478271,-0.10628628730773926,-0.1256580352783203,-0.058307528495788574,-0.2079266905784607,-0.1110154390335083,-0.07154237478971481,-0.18873357772827148,-0.0923776626586914,-0.06478304415941238,-0.1591678261756897,-0.08861339092254639,-0.06330790370702744,-0.11777782440185547,-0.05230283737182617,-0.06119534373283386,-0.20344215631484985,-0.047932565212249756,-0.07650027424097061,-0.17807012796401978,-0.03490138053894043,-0.06310530751943588,-0.14639729261398315,-0.03125035762786865,-0.05557108670473099,-0.12605834007263184,0.014490008354187012,-0.06355737149715424,-0.18515729904174805,0.007354259490966797,-0.0762835144996643,-0.16250109672546387,0.015096664428710938,-0.0661781057715416,-0.13535892963409424,0.018613100051879883,-0.05789198353886604,GOOD AFTERNOON
0.0,0.0,4.289192361284222e-07,0.03869783878326416,-0.036300718784332275,-0.06068841740489006,0.05848759412765503,-0.09554165601730347,-0.08684871345758438,0.05698448419570923,-0.15707272291183472,-0.10470636934041977,0.054719507694244385,-0.21176248788833618,-0.1221945583820343,-0.02518439292907715,-0.18976038694381714,-0.06449299305677414,-0.051406800746917725,-0.25726190209388733,-0.09612324833869934,-0.06992536783218384,-0.30320459604263306,-0.11833960562944412,-0.08503514528274536,-0.3418557196855545,-0.1332675963640213,-0.06227564811706543,-0.18645557761192322,-0.050551675260066986,-0.0962134599685669,-0.2673726975917816,-0.07744941115379333,-0.11595404148101807,-0.322065532207489,-0.09425526112318039,-0.13116341829299927,-0.36862558126449585,-0.10529759526252747,-0.08626061677932739,-0.16249260306358337,-0.04228046163916588,-0.12068277597427368,-0.22550204396247864,-0.07252892106771469,-0.14067566394805908,-0.2618023157119751,-0.08813448250293732,-0.1561470627784729,-0.293501079082489,-0.09643542021512985,-0.09976065158843994,-0.12372153997421265,-0.03881026431918144,-0.14223462343215942,-0.14979922771453857,-0.06990507990121841,-0.1653677225112915,-0.16024893522262573,-0.08259865641593933,-0.1829811930656433,-0.16836172342300415,-0.08823804557323456,GOOD AFTERNOON
